youtube_video_id,comment_text
JAAhQwcJ20U,LET PLAY.. 😉
DdSZWvO7DU4,From Robert Rodriguez The Creators of Spy Kids 😍❤️🌈
491s6_6f_DA,Send me full movie link
rfP1gfolnxM,I can’t count how many times I rewatched this in the 90’s.  It’s a perfect action movie
Q3WJrWZ_npg,Antonio was fiiiiine back in the day my oh my!!
bFbxVZbGCi0,It was a great time 90s I miss my ...
tDW-1JIa2gI,"I loved this movie, easily in my top three movies from the 90's. That said, I have never seen the trailer until now. The trailer was not very good, great movie, shit trailer."
HJwvbmRXym4,"This movie is part of the ""Mexico"" trilogy. It's an amazing movie"
JJPQ-NnjZR0,Great sounds quality
hNCT7tsPoZw,#AING
GLhu37ozFx8,salman morjs. still a morales hat.
EQgqgY5MHac,Amazing soundtrack
9y-TvmzQ8qA,Good. I wait for love from you 💝💖
ZPWFsnqJeNk,DONT PLAY WITH ME!!!!
HbxNej_MJlw,But when is it coming out!!!?
ZTlyNhT2fbM,Still (excitedly) waiting for the Blu Ray/ DVD to be available for purchase 📀🤷🏽‍♂🤑
soWVMrp250U,Is this the uncut version?
wEiJecKrFBw,So Cool...Gregg Araki is a Genius
g--jB-lptZE,"I was that weirdo who dragged his friends to go see such strange alternative cinema like Delicatessen, Naked Lunch, Reservoir Dogs and this one. They came to appreciate the first three, but they still listen to the soundtrack to The Doom Generation!"
EExIKWcqSAI,this was my first araki film and it changed me. the entire day was like flash frozen in my memories i can remember what i ate for lunch that afternoon
es0dcoiww60,"I remember watching this in shitty quality 10 years ago as a teenager, one of my favourite movies."
Onk9Yii56kw,"Can’t wait to purchase the UHD 4K Blu-ray of this fine film with HDR!!!!
Been waiting too long for this masterpiece!!!"
IgNXkUUZ6vU,"Still have my VHS director's cut tape. Do not own a VCR, though."
m0qQWMEx7bs,Finally!!
zqhzJMfbqv4,Oh hell Yea I can enjoy this in a theatre instead of my crappy VHS copy!
HFMnh-n7U7w,When will this release on on physical 4k Bluray?
CIh7KqQKN9E,"Looking forward to this. I remember late 90s early 00's on line forums with film makers complaining about the ""Block Buster cut"" of their movies. At the time BB held such financial power over distribution they could force censorship, no unrated or NC-17 movies allowed on their shelves. Don't miss them at all."
fc57UJcDxDM,*Release on DVD also!!!!!*
LIk91uagubk,Yessssss!!! Very excited to see it!
VlF6TNmcw5E,"FINALLY! Nowhere next, PLEASE."
Lnvvh9PLWGQ,i'm about to get very annoying about this
J2pcpvDFhoc,REALLY hope it’ll be the director’s cut!!!
vUW0a_I3kxU,"Yes please, I need this movie on my shelf so bad"
gXgiAEdIQ4s,OH MY GOSHHHHHH
F1E81SD6Q7k,Can't wait! This is a top 5 film for me
XUl5pi5M0b4,"I need to get a blu ray collection of Gregg's movies. I have digital copies of Mysterious Skin, White Bird in A Blizzard, and the series Now Apocalypse, but it's just not the same. Also they are NOT the director's edition. Google and Apple need to step up their Art House game."
cRH0J4GIum4,NICE!!!! Nowhere next im BEGGING i will personally pay for the slowdive sync licensing
F_uPUojgT54,James Duval has alluded to the possibility of the entire Teen Apocalypse Trilogy being released in HD. I REALLY hope it is. I absolutely need “Nowhere.” I would drop money on an Araki box set so fast!!!
viwmlW6ENiY,MANIFESTING BD RELEASES AND THEATRICAL SHOWINGS FOR THE TEENAGE APOCALYPSE FILMS😊
b0nE4KWZ4Io,"Come on, bluray trilogy set!!!"
QQqbpU-yEEA,"SUPER excited!!! hopefully this 4K restoration ultimately means a teenage apocalypse trilogy blu ray release soon! Along with everybody else, we have been waiting YEARS"
8ZAfzdzZqRA,Free Willy 2
IBO1Sr14eQQ,"The sequel was good, but they should have stopped there. I thought the other movies were kind of forgettable."
pgmwpFvx0aI,I enjoy Free Willy 2 better then the original. There's more going on and Jesse is grown up and seems happier and not a little shit like he was in the first movie. He also seems like he warmed up to Michael Madsen and Jayne Atkinsons character as the adoptive parents.
pIgv4Tvx3V0,"""I promise I'll protect the oceans""

Willie: ""Uhhh first of all we are good and second....good luck kid"
56o4N0TKJVg,"""Years ago, he forged a friendship, out of loneliness""

Like if you can relate"
CcHSj4wxpMw,I remember having the dvds collection of these
UJDYrGDE0Ww,Free willy 2 was a very strong world wide success besides the video sells DVD and television 📺🗺️📀
Ow_yBFgyUvQ,I remember the trailer from the  D3 VHS
FRUtLNTv7dU,I actually think this is better than the first film
MxR1pHaMpcY,Yb9 ib
mef757ZGUIU,Used to watch this video on VHS tapes a lot with I was a kid .
6aNuAq-INtE,Love you to willy 💗 Rip.
NZeCgMpLwnU,"J I l 67 un I'm uk.
F"
eMX6BubBwmM,I love everyone of free willy films
yJQ4SWsCaWQ,Much love willy. May you RIP ♡
R39jE4SUEF4,THIS GREAT FREE WILLY II THE ADVENTURE HOME TRAILER 1995 !!
zijP4G5X4ms,Georgina gutierrez
DL1-FNcQZW8,I had this movie on VHS as well as the third movie. My family and I had the first movie taped on a blank VHS which has Tim Burton's Batman (1989) recorded on it. That movie plays on the tape before Free Willy 1.
zpvv81988v0,I haven't seen this in a long time but still love the film xx
_NrpW9_zJ9Q,kcuF the 80's. The 90's were better
POTXeDnGVxU,"I love The Wedding Singer, Never Been Kissed, etc but Drew made the best movies between 1992-1996...Poison Ivy, Guncrazy, The Amy Fisher Story, Everyone Says I Love You, Scream and esp Boys On The Side and Mad Love...even Bad Girls and Doppelganger in their own ""so bad it's good"" way.. she played the coolest characters each w/ their own very distinct 90s style. And it's not a movie but I'm going to add her Guess? campaign"
eqzQn15mFao,I always think cris odonell IS GAY I WANT TO KISS HIM FOREVER
EAV_dWlD1VE,"Can you believe those two were in Batman Forever, at the same time this film was released too ? I've never seen this movie, but I would like to watch it someday and most of all the 90's are the best times for movies."
YsdphhdPACg,O resto desse rapaz e meio família 😳😳
KT1RIeg5WL0,Feb 26th loop this time til September 30
o5Q-dIJeX8Q,Chris O’Donnell was my sexual awakening 😍😍😍
g8rDRPOOSHU,I used to go to the highschool where this was filmed
dlnmQbPGuls,Is something like CRAZY beautiful?
oA7M9qSJKrE,This came out in 1995? Time just flies.
C3NDz_7KP2g,Wow! Totally forgotten movie
AYQnhL0atiw,what is Drew Barrymore's mental illness here?
MP3kLKLaiTw,"One of my all time favorite movies. My love for waterfalls probably started with this movie. Always longed to ditch school and visit one...grew up in AZ, not likely. But now I live an hour outside Seattle... Anyone know where the waterfall scene is filmed?"
0-xSv0k1fvA,i watched this myself in theater.
nswae1s320k,"Very funny Christ O donnel I j,ai ri tout le long bravo"
gHHiYMOx_M8,Parts of this film was filmed in Vancouver BC
IERQmR2qESU,Love buzz! Nirvana ♥️
nm8plXv5Yck,Ugh god I love that movie 🍿🎥 90s are awesome let go back. I'm so renting it
YeGBkXoOe6Q,My first date movie! Absolute great memories.
Iz3LHk12Gx4,High school days
Rn2cf_wJ4f4,14 years after I was diagnosed
wQviGrzIKQY,I feel like i see myself in da mirror. I have loads of wild sides and yes secret wild life like Drew in this movie.
pgo-qwfCFYU,"I was addicted to this movie when I was younger. Tbh I loved all of Drew Barrymore’s movies, and I’m still loving anything she’s in now. Drew is a fantastic actress.😍❤️
Watching this trailer now I’m noticing Drew’s eyebrows, wtf is going on with them?!?!😳🙈
Don’t get me wrong I think Drew is a very beautiful woman!😍❤️
But seriously it looks like she has drawn her eyebrows on with a black marker/felt tip pen🖊 🙈😂🤣😂🤣🙈
Especially at 1:32"
pqRP_5H5jmU,I remember going to see this at the movies @
AwLWHNuJ-2M,💘
YpHF5t7S-98,"Drew Barrymore's character in this is Casey? Wasn't that also her character's name in Scream?  
And I just noticed Matthew Lillard is in this. He was also in Scream!
Ahhhhhh the 90s!"
__rpV2VjaME,B4 seattle was destroyed by leftist.
oUJS43bp8ms,drew still young
V2mQUID4Wx8,Crazy/Beautiful tried...
YZyOxE04wnE,Exactly 25 years ago today
Fdqwbs8uKwQ,I expected much more from this movie
_aLZr3oBk9E,Drew Barrymore can pull off both nice and bad girl vibe!
xmT3EP8QRuM,90's is the best era! Bring me back there. They're ROCK!
WjcLMspAPGc,This was my favourite movie as a teen ❤️
5hbfyo8alXg,Drew ruled in the 90’s. She had great movies in the 90’s.
CzaATgGHmy0,Saw this in the cinema when it came out. Such a great movie 🤘
uNundAo7nTo,The eyebrows though....
,1:34 I HEARD THAT SONG IN AN EPISODE OF SOUTH PARK WITH MR. GARRISON LIKE A WOMAN.
bFbvUDpRBuo,This movie is so bad. 😆 It was bad when it came out and it’s even worse now. Drew Barrymore can’t even save it.
gOU5irEzdVM,Haven't watched this since 2005 lol I never see it anywhere or I would have bought it already.
YuOnfQd-aTw,I always loved this movie but the last half was so dark :(
IdoegW8LI5Q,Chris O Donnell and Drew Barrymore ❤️
70mmikY8rd0,I love the 90s ❤️
wpmB3kZoKpw,The 90s were awesome ❤️🙌🏻
x9brMfU0OGU,❤️
AGr2LVoZA2M,"Right before he became Robin and she became Two Face's ""good"" girl"
9MB0FQS5YTU,Can I go back to the mid 90s?
_1cjHboN8Mw,"Jeez... half of the scenes in this trailer aren't even in the actual movie. 
I hope Kino can add some deleted scenes to the upcoming blu-ray release of this."
p_eGUINTNHA,May 26 lol mayday time loop
skta2sxQGiQ,2019 Aug ♥️ nostalgic for me
a_9hTnNErbo,Eu amo esse filme. ❤️
zCxlFPnsEU4,OLEYYY...
L3On9Zj0Xnw,I love this movie!
I8WsqaN4izs,Hard to find alert!!
wMIlXgzP00I,thank you.  one of my all time favorite movies.
pJAQlqryO8M,"hoping this isn’t a dumb question, but I was so confused by this movie. But from the looks of it under the comments, I think I might need more explanation lol"
e8Dn186y6Fk,She was eye candy when she was younger.  Top-notch booty right there...
IOmm1OD2ArQ,The net predicted our future about the stuff is actually happening to us these days.
Abh5_EhkUjU,فيلم جريمة واثارة رائع وجميل
x7PYvuyUVqE,Who s the narrator of the trailer ?
4fIJywTBQc8,Sometimes I think these writers have a crystal ball 🤔
-ki1OW0ugt0,Sometimes I think these writers have a crystal ball 🤔
-kRfPEO_5aY,Why don’t they ever play this on TV?
WtEYTu8vxoA,"""A film by Irvin Winkler."""
McAPp0LAfOw,"Sandra Bullock is an amazing actress, but Hollywood is too stupid to notice that this days"
4hh4Mc7mtJE,Live.earth71date4org.file
D8WQ8sgWaVU,Another predictive programming…. 🤦‍♂️
o-1YuAGU8hA,LOL THATS THE MOST POWERFUL 1.44 MEGABITES EVER CREATED!!!
qc8Pd2ou9L4,"5 years later and my comment stands. This film is just fucking terrible. Prophetic and yet handled by ham fists.
In better hands, like a Sidney Lumet, this idea could have been something great, as it stands, it's just dogshit."
kn8omp12ns8,Memories ❤
rfugwn5EUuk,I just love the movie for what it is no need of changing any is unique as it is and Sandra Bullock is just an amazing actor
uLNv4KXcWoM,"I like how in these types of computer movies, they type randomly on the keyboard"
QvxNcXXtGw8,Esse filme foi muito legal. Merece uma versão atualizada.
pbRPPtpZTo0,This movie need a 4k restoration
3U5qi9YhGmg,How easy it is to erase your life and suddenly nobody knows you...
N0-Q3ChKcfE,Thanks you guys 🙏~
qWv7dKxWhz4,the net and enemy of the state is the reason my parents didnt by a computer untill 2003... thanks alot hollywood
7vjvM96klS8,Who's watching this on Netflix in 2022? 🤚🏼
65tMREjQXAQ,"If you are younger than 40 its hard to know exactly how prophetic this movie was.  When this came out, the technology the movie is based around seemed like an outlandishly bad and overblown sci-fi movie plot. None of this technology existed; nor was it a given that it would exist in the future. It was still just a silicon valley fever dream at best. There weren't any publicly (or privately) available wireless internet connections, no infrastructure, no hardware and no software developed that would support a narrative like this in any real way. By the time eagle eye came out is was a much easier narrative to swallow, we could at least see where the tech was headed. But  at the time this movie was so far out that it became a joke."
hdQZXUOHGMs,It’s not just films though; Look at the book 1984 and think of Big Brother vs The patriot act
qyCLou8mlZE,I just love rewatching these old movies as a reminder of how far we’ve come as a society.
